CODUSU;ANO4;TRIMESTRE;NRO_HOGAR;REALIZADA;REGION;MAS_500;AGLOMERADO;PONDERA;IV1;IV1_ESP;IV2;IV3;IV3_ESP;IV4;IV5;IV6;IV7;IV7_ESP;IV8;IV9;IV10;IV11;IV12_1;IV12_2;IV12_3;II1;II2;II3;II3_1;II4_1;II4_2;II4_3;II5;II5_1;II6;II6_1;II7;II7_ESP;II8;II8_ESP;II9;V1;V2;V21;V22;V3;V4;V5;V6;V7;V8;V9;V10;V11;V12;V13;V14;V15;V16;V17;V18;V19_A;V19_B;IX_TOT;IX_MEN10;IX_MAYEQ10;ITF;DECIFR;IDECIFR;RDECIFR;GDECIFR;PDECIFR;ADECIFR;IPCF;DECCFR;IDECCFR;RDECCFR;GDECCFR;PDECCFR;ADECCFR;PONDIH;VII1_1;VII1_2;VII2_1;VII2_2;VII2_3;VII2_4;TIPO_HOGAR;MATERIAL_TECHUMBRE;DENSIDAD_HOGAR
TQRMNOTQXHKLKMCDEGOIH00869144;2024;3;1;1;40;N;18;59;1;;3;1;;2;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;1;2;0;2;0;1;;1;;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;4;1;3;1660000;8;9;9;;9;9;415000;6;7;8;;7;8;60;1;0;3;0;0;0;Nuclear;Material durable;Alto
TQRMNOPSYHLMKPCDEIHJF00863278;2024;3;1;1;44;N;31;98;1;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;2;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;1400000;8;8;7;;8;7;700000;8;9;8;;9;8;109;2;0;98;0;0;0;Nuclear;Material durable;Medio
TQRMNOTUUHLMKQCDEIHJF00806795;2024;3;2;1;44;N;31;106;2;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;2;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;2800000;10;10;9;;10;10;1400000;10;10;10;;10;10;114;1;0;98;0;0;0;Nuclear;Material durable;Medio
TQRMNOPWTHMOLUCDEFKID00809010;2024;3;1;1;43;S;4;922;1;;2;1;;2;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;1;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;600000;3;4;4;3;;3;600000;8;8;8;8;;7;1263;97;0;98;0;0;0;Unipersonal;Material durable;Medio
TQRMNORVXHMNKSCDEIGED00811784;2024;3;1;1;43;N;30;108;1;;4;1;;1;1;1;1;;1;1;1;1;2;2;2;4;1;2;0;1;1;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;380000;2;2;2;;2;2;380000;6;6;5;;7;5;143;1;0;98;0;0;0;Unipersonal;Material durable;Medio
TQRMNORQQHJLKTCDEIGED00869145;2024;3;1;1;43;N;30;141;1;;4;1;;1;1;1;1;;1;1;1;1;2;2;2;4;3;2;0;1;1;1;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;2;3;0;12;12;12;;12;12;0;12;12;12;;12;12;0;1;0;98;0;0;0;Extendido;Material durable;Alto
TQRMNOQXXHJMLMCDEHMHF00863588;2024;3;1;1;42;N;26;157;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;2;2;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;340000;2;2;2;;2;2;340000;5;6;6;;6;6;171;1;0;97;0;0;0;Unipersonal;Material durable;Medio
TQRMNOQTPHMNLPCDEHMHF00854184;2024;3;1;1;42;N;26;138;1;;4;1;;1;1;1;1;;1;1;1;1;2;2;2;4;3;2;0;2;1;2;2;0;2;0;1;;1;;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;1500000;8;8;9;;9;9;375000;6;6;7;;6;7;171;1;0;98;0;0;0;Nuclear;Material durable;Alto
TQRMNORPSHMNKOCDEIIAD00811979;2024;3;1;1;1;S;32;2026;2;;2;1;;9;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;2;2;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;1;0;1;780000;5;;4;4;;3;780000;9;;8;9;;6;2761;1;0;96;0;0;0;Unipersonal;Material durable;Medio
TQRMNOUPRHMNKQCDEIIAD00854793;2024;3;1;1;1;S;32;2468;2;;2;1;;9;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;1;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;1380000;8;;7;7;;6;1380000;10;;10;10;;9;2964;1;0;98;0;0;0;Unipersonal;Material durable;Medio
TQRMNOQTSHJMLMCDEIIAD00863374;2024;3;1;1;1;S;32;1396;2;;5;1;;9;1;1;1;;1;1;1;1;2;2;2;5;4;2;0;1;1;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;7;0;7;2890000;10;;10;10;;9;412857,14;6;;6;6;;3;4786;2;3;98;0;0;0;Extendido;Material durable;Alto
TQRMNOTUQHMOKTCDEGNFJ00810469;2024;3;1;1;44;N;17;192;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;3;3;2;0;1;1;2;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;0;5;0;12;12;12;;12;12;0;12;12;12;;12;12;0;2;0;98;0;0;0;Extendido;Material durable;Alto
TQRMNOPUVHKLKTCDEGNFJ00869146;2024;3;1;1;44;N;17;227;1;;3;1;;5;2;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;1;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;0;12;12;12;;12;12;0;12;12;12;;12;12;0;2;0;1;0;0;0;Nuclear;Material durable;Alto
TQRMNOQTQHMOKMCDEHMHF00811324;2024;3;1;1;42;N;26;187;2;;2;1;;9;1;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;1;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;1230000;7;8;8;;8;8;410000;6;7;7;;7;7;217;2;0;1;0;0;0;Nuclear;Material durable;Alto
TQRMNOPVTHLMKRCDEHMHF00806233;2024;3;1;1;42;N;26;127;1;;5;1;;1;1;1;1;;1;1;1;1;2;2;2;5;1;2;0;1;1;1;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;280000;1;1;1;;1;1;280000;4;4;5;;5;5;131;1;0;98;0;0;0;Unipersonal;Material durable;Medio
TQRMNORSSHLMKRCDEHMHF00806252;2024;3;2;1;42;N;26;269;1;;4;1;;1;1;1;1;;1;1;1;1;2;2;2;4;3;2;0;1;1;1;2;0;2;0;6;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;1;3;0;12;12;12;;12;12;0;12;12;12;;12;12;0;2;1;98;0;0;0;Nuclear;Material durable;Alto
TQRMNORTSHMMKOCDEHMHF00811300;2024;3;1;1;42;N;26;137;2;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;1;2;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;300000;1;2;1;;2;1;300000;5;5;5;;5;5;142;1;0;97;0;0;0;Unipersonal;Material durable;Medio
TQRMNOSYQHLOKMCDEGOIH00805479;2024;3;1;1;40;N;18;181;1;;2;1;;2;1;1;1;;1;1;1;2;2;2;2;2;2;2;0;1;2;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;2;1;1;2;2;2;3;1;2;295000;1;1;1;;1;1;98333,33;1;1;1;;1;2;180;2;0;98;0;0;0;Nuclear;Material durable;Alto
TQRMNOQPXHKOKMCDEGOIH00869228;2024;3;1;1;40;N;18;235;1;;5;1;;1;1;1;1;;1;1;1;2;2;2;2;5;3;2;0;1;2;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;9;4;5;880000;5;6;6;;6;6;97777,78;1;1;1;;1;2;224;2;0;4;0;0;0;Extendido;Material durable;Alto
TQRMNOSRSHMMLLCDEIJAH00869229;2024;3;1;1;1;S;33;2413;1;;3;2;;4;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;2;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;1134000;7;;6;6;;7;283500;4;;4;4;;5;4876;2;0;98;0;0;0;Nuclear;Material durable;Alto
TQRMNOSQTHLLLQCDEIJAH00807500;2024;3;1;1;1;S;33;386;2;;3;1;;2;1;1;2;;1;1;1;1;2;2;2;3;2;2;0;1;2;2;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;1;3;1980000;9;;9;9;;9;495000;7;;7;7;;8;1045;3;0;98;0;0;0;Nuclear;Material durable;Alto
TQRMNORYRHMNNSCDEIIAD00854869;2024;3;1;1;1;S;32;5353;2;;3;1;;9;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;1;2;2;2;2;3;0;3;2510000;10;;9;10;;8;836666,67;9;;9;9;;7;5499;1;0;2;0;0;0;Nuclear;Material durable;Alto
TQRMNOTQSHJNNQCDEIIAD00862981;2024;3;1;1;1;S;32;6603;2;;3;1;;9;1;1;1;;1;1;1;1;2;2;2;3;3;2;0;1;2;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;2;2;2;4;2;2;707000;4;;4;4;;2;176750;2;;2;2;;1;8120;1;0;96;0;0;0;Nuclear;Material durable;Alto
TQRMNOSPPHLMOLCDEIIAD00863915;2024;3;1;1;1;S;32;1475;2;;2;1;;9;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;1;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;2;0;2;2430000;10;;9;10;;8;1215000;10;;10;10;;8;2458;2;0;1;0;0;0;Nuclear;Material durable;Medio
TQRMNOQRWHMNOMCDEIIAD00812127;2024;3;1;1;1;S;32;3669;2;;3;1;;9;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;1;2;2;2;2;1;1;0;12;;12;12;;12;0;12;;12;12;;12;0;1;0;98;0;0;0;Nuclear;Material durable;Medio
TQRMNOQVTHLNONCDEIIAD00806964;2024;3;1;1;1;S;32;1487;2;;3;1;;9;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;2;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;1200000;7;;6;7;;5;600000;8;;8;8;;5;2412;1;2;98;0;0;0;Nuclear;Material durable;Medio
TQRMNORRPHKNOOCDEIIAD00869230;2024;3;1;1;1;S;32;1843;2;;3;1;;2;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;2;2;2;0;0;0;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;1400000;8;;7;7;;6;1400000;10;;10;10;;9;2213;1;0;98;0;0;0;Unipersonal;Material durable;Medio
TQRMNOPPVHKKKQCDEHGHJ00869231;2024;3;1;1;44;N;20;134;1;;4;1;;1;1;1;1;;1;1;1;1;2;2;2;4;3;2;0;1;1;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;1;2;1;2;2;1;2;2;1;2;2;2;2;4;0;4;0;12;12;12;;12;12;0;12;12;12;;12;12;0;1;0;98;0;0;0;Nuclear;Material durable;Alto
TQRMNOPWVHKNKSCDEHGHJ00869232;2024;3;1;1;44;N;20;133;1;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;2;2;2;0;2;0;4;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;2;5;0;5;1700000;8;9;8;;9;8;340000;5;6;4;;6;4;170;2;0;1;0;0;0;Extendido;Material durable;Alto
TQRMNOQYQHKNKSCDEHGHJ00869233;2024;3;1;1;44;N;20;71;1;;2;1;;4;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;2;1;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;1680000;8;9;8;;9;8;840000;9;9;9;;10;9;130;2;0;1;0;0;0;Nuclear;Material durable;Medio
TQRMNOQYSHKNKSCDEHGHJ00869234;2024;3;1;1;44;N;20;94;1;;2;1;;4;1;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;2;2;2;0;2;0;6;;1;;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;3;1;2;186000;1;1;1;;1;1;62000;1;1;1;;1;1;123;1;0;98;0;0;0;Nuclear;Material durable;Alto
TQRMNORXPHMNMLCDEIJAH00812422;2024;3;1;1;1;S;33;1741;1;;3;2;;4;2;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;2;1;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;3;0;3;50000;1;;1;1;;1;16666,67;1;;1;1;;1;2442;1;2;3;0;0;0;Nuclear;Material durable;Alto
TQRMNOPSXHLNMQCDEIJAH00807785;2024;3;1;1;1;S;33;1735;1;;3;2;;4;2;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;2;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;3;0;3;545000;3;;3;3;;3;181666,67;2;;2;2;;3;2297;1;0;98;0;0;0;Nuclear;Material durable;Alto
TQRMNOSSSHJMMUCDEIJAH00863384;2024;3;1;1;1;S;33;2677;1;;2;1;;4;1;1;1;;1;1;1;3;1;2;2;2;2;2;0;1;2;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;1;2;2;1;2;2;2;2;4;2;2;1100000;6;;6;6;;6;275000;4;;4;4;;4;5254;2;0;98;0;0;0;Nuclear;Material durable;Alto
TQRMNOSXRHLKMUCDEIJAH00812346;2024;3;1;1;1;S;33;1875;1;;4;1;;3;1;1;1;;1;1;1;1;2;2;2;4;2;2;0;1;1;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;1;2;2;2;2;4;0;4;3180000;10;;10;10;;10;795000;9;;8;9;;9;3906;1;0;98;0;0;0;Nuclear;Material durable;Alto
TQRMNORSQHMMMSCDEIJAH00812348;2024;3;1;1;1;S;33;1492;1;;3;1;;3;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;1;1;2;0;2;0;3;;1;;1;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;0;2;590000;3;;3;3;;3;295000;4;;4;4;;5;2328;2;0;98;0;0;0;Nuclear;Material durable;Medio
TQRMNORYUHKLKQCDEFNFF00869306;2024;3;1;1;41;N;7;240;2;;3;1;;9;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;2;2;2;0;2;0;3;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;800000;5;5;7;;5;6;400000;6;7;8;;7;7;406;1;0;2;0;0;0;Nuclear;Material durable;Medio
TQRMNOTPUHJOKSCDEFNFF00863733;2024;3;1;1;41;N;7;435;1;;3;2;;4;1;1;1;;1;1;1;3;2;2;1;3;1;2;0;1;2;2;2;0;2;0;2;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;0;2;1158000;7;7;9;;7;8;579000;8;8;9;;8;8;634;2;0;1;0;0;0;Nuclear;Material durable;Medio
TQRMNOPYVHJMKTCDEFNFF00863740;2024;3;1;1;41;N;7;657;2;;2;1;;9;1;1;1;;1;1;1;2;2;2;2;2;1;2;0;1;2;2;2;0;2;0;1;;2;;1;1;1;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;0;12;12;12;;12;12;0;12;12;12;;12;12;0;2;0;98;0;0;0;Nuclear;Material durable;Medio
TQRMNOSYVHJMKTCDEFNFF00863783;2024;3;1;1;41;N;7;657;1;;2;2;;4;2;2;1;;1;2;1;2;2;2;2;2;1;2;0;1;2;2;2;0;2;0;1;;2;;3;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;0;2;0;12;12;12;;12;12;0;12;12;12;;12;12;0;2;0;1;0;0;0;Nuclear;Material durable;Medio
TQRMNOUTXHLOKTCDEFNFF00804252;2024;3;1;1;41;N;7;445;1;;4;1;;4;1;1;1;;1;1;1;2;2;2;2;4;2;2;0;1;2;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;1;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;6;2;4;0;12;12;12;;12;12;0;12;12;12;;12;12;0;2;0;3;4;0;0;Extendido;Material durable;Alto
TQRMNOSXPHMOKUCDEFNFF00809307;2024;3;1;1;41;N;7;357;1;;4;1;;4;1;1;1;;1;1;1;1;2;2;2;4;3;2;0;1;1;2;2;0;2;0;1;;2;;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;4;1;3;732000;4;5;6;;5;6;183000;2;3;4;;3;3;508;1;0;5;0;0;0;Nuclear;Material durable;Alto
TQRMNOTPYHKLKMCDEHNHB00869307;2024;3;1;1;42;S;27;121;1;;4;1;;1;1;1;1;;1;2;1;2;2;2;2;4;1;2;0;2;2;2;0;0;0;0;1;;2;;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;1;2;2;2;2;2;1;0;1;750000;4;5;5;4;;5;750000;9;9;9;9;;10;137;1;0;98;0;0;0;Unipersonal;Material durable;Medio
TQRMNOUPPHKMKMCDEHNHB00869308;2024;3;1;1;42;S;27;624;1;;3;1;;1;1;1;1;;1;1;1;2;2;2;2;3;2;2;0;2;2;2;0;0;0;0;1;;1;;1;1;1;1;1;2;2;1;2;2;2;2;2;2;2;1;1;2;1;2;2;2;2;5;1;4;2202900;9;10;10;9;;10;440580;7;7;7;6;;8;705;3;0;1;0;0;0;Extendido;Material durable;Alto
TQRMNOYVWHKMKMCDEHNHB00869309;2024;3;1;1;42;S;27;616;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;2;2;2;0;0;0;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;4;2;2;1600000;8;9;9;8;;9;400000;6;7;7;6;;7;644;2;0;1;0;0;0;Nuclear;Material durable;Alto
TQRMNOQVTHKNKMCDEHNHB00869310;2024;3;1;1;42;S;27;168;1;;3;1;;2;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;1;3;1011900;6;7;7;6;;6;252975;4;4;4;4;;4;178;1;2;98;0;0;0;Nuclear;Material durable;Alto
TQRMNOWRPHKNKNCDEHNHB00869311;2024;3;1;1;42;S;27;173;1;;4;1;;4;1;1;1;;1;1;1;2;2;2;2;4;4;2;0;1;2;2;2;0;2;0;1;;2;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;2;3;1500000;8;8;9;8;;9;300000;4;5;5;4;;6;203;1;5;96;0;0;0;Extendido;Material durable;Alto
TQRMNOTVQHKOKMCDEHNHB00869312;2024;3;1;1;42;S;27;86;1;;3;1;;1;1;1;1;;1;1;1;2;2;2;2;3;2;2;0;2;2;2;0;0;0;0;1;;2;;1;1;2;2;2;2;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;5;0;5;324000;2;2;2;1;;2;64800;1;1;1;1;;1;87;2;0;1;3;0;0;Extendido;Material durable;Alto
TQRMNOSXRHKMKMCDEHMHF00869313;2024;3;1;1;42;N;26;250;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;2;1;2;0;2;0;6;;1;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;1;2;617200;3;4;4;;4;4;205733,33;3;3;3;;3;3;285;1;2;98;0;0;0;Nuclear;Material durable;Alto
TQRMNOPVVHJMKNCDEHMHF00864269;2024;3;1;1;42;N;26;145;1;;5;1;;1;1;1;1;;1;1;1;1;2;2;2;5;3;2;0;1;2;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;0;12;12;12;;12;12;0;12;12;12;;12;12;0;96;0;98;0;0;0;Nuclear;Material durable;Alto
TQRMNORXSHJMKNCDEHMHF00863931;2024;3;1;1;42;N;26;145;1;;4;1;;1;1;1;1;;1;1;1;1;2;2;2;4;3;2;0;1;1;1;2;0;2;0;1;;1;;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;0;4;0;12;12;12;;12;12;0;12;12;12;;12;12;0;2;0;98;0;0;0;Nuclear;Material durable;Alto
TQRMNOPQVHKMKNCDEHMHF00869314;2024;3;1;1;42;N;26;152;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;1;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;1230000;7;8;8;;8;8;615000;8;8;9;;9;9;183;97;0;1;0;0;0;Nuclear;Material durable;Medio
TQRMNOSXPHJLMUCDEIIAD00869315;2024;3;1;1;1;S;32;2507;2;;1;1;;1;1;1;1;;1;1;1;1;2;2;2;1;1;2;0;2;2;2;0;0;0;0;3;;1;;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;1090000;6;;6;6;;4;1090000;10;;9;10;;8;3682;1;0;98;0;0;0;Unipersonal;Material durable;Medio
TQRMNOSYSHJLMUCDEIIAD00863563;2024;3;1;1;1;S;32;1357;2;;1;1;;2;1;1;1;;1;1;1;1;2;2;2;1;1;2;0;1;2;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;565000;3;;3;3;;2;565000;8;;7;8;;4;1994;1;0;98;0;0;0;Unipersonal;Material durable;Medio
TQRMNOSTXHJKNLCDEIIAD00863939;2024;3;1;1;1;S;32;1030;2;;3;1;;9;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;1;2;2;0;2;0;1;;1;;1;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;853000;5;;5;5;;3;426500;6;;6;6;;3;1895;1;2;98;0;0;0;Nuclear;Material durable;Medio
TQRMNOQWXHKOKUCDEIJAH00869316;2024;3;1;1;1;S;33;2582;1;;3;2;;1;2;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;4;0;4;0;12;;12;12;;12;0;12;;12;12;;12;0;2;0;1;0;0;0;Nuclear;Material durable;Alto
TQRMNOSQQHJMLPCDEIJAH00863564;2024;3;1;1;1;S;33;1795;1;;2;1;;3;2;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;2;2;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;650000;4;;3;4;;4;216666,67;3;;3;3;;3;3059;2;0;98;0;0;0;Nuclear;Material durable;Alto
TQRMNOSPTHLMKRCDEIJAH00869317;2024;3;1;1;1;S;33;1767;2;;1;1;;1;1;1;1;;1;1;1;1;2;2;2;1;1;2;0;1;2;2;2;0;2;0;3;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;1600000;8;;8;8;;8;800000;9;;9;9;;9;2364;1;2;98;0;0;0;Nuclear;Material durable;Medio
TQRMNOSPXHLMKRCDEIJAH00807851;2024;3;1;1;1;S;33;2794;2;;1;1;;2;1;1;1;;1;1;1;1;2;2;2;1;1;2;0;1;1;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;1;2;2;2;2;6;1;5;1600000;8;;8;8;;8;266666,67;4;;4;4;;4;3714;2;0;98;0;0;0;Extendido;Material durable;Alto
TQRMNOPRVHJOKTCDEHGHJ00869059;2024;3;1;1;44;N;20;261;1;;2;1;;4;1;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;1;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;4500000;10;10;10;;10;10;2250000;10;10;10;;10;10;340;1;0;1;0;0;0;Nuclear;Material durable;Medio
TQRMNOQXQHJOKTCDEHGHJ00863274;2024;3;1;1;44;N;20;240;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;2;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;3;0;3;850000;5;6;4;;6;4;283333,33;4;4;3;;5;3;359;2;0;3;0;0;0;Nuclear;Material durable;Alto
TQRMNOPQXHLLKTCDEHPJB00806600;2024;3;1;1;40;S;29;663;2;;2;1;;2;1;1;1;;1;1;1;1;1;2;2;2;1;2;0;1;1;2;2;0;2;0;1;;1;;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;0;12;12;12;12;;12;0;12;12;12;12;;12;0;2;0;1;0;0;0;Nuclear;Material durable;Medio
TQRMNOPUXHLNKPCDEOHCH00808397;2024;3;1;1;44;N;91;121;1;;2;1;;2;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;2;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;180000;1;1;1;;1;1;180000;2;3;2;;3;2;138;1;0;98;0;0;0;Unipersonal;Material durable;Medio
TQRMNOQXUHJMMMCDEGGFB00863833;2024;3;1;1;42;S;10;417;1;;4;1;;1;1;1;1;;1;1;1;1;2;2;2;4;1;2;0;1;2;1;2;0;2;0;1;;1;;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;758000;4;5;5;4;;5;379000;6;6;7;6;;7;516;2;0;98;0;0;0;Nuclear;Material durable;Medio
