"CODUSU";"ANO4";"TRIMESTRE";"NRO_HOGAR";"REALIZADA";"REGION";"MAS_500";"AGLOMERADO";"PONDERA";"IV1";"IV1_ESP";"IV2";"IV3";"IV3_ESP";"IV4";"IV5";"IV6";"IV7";"IV7_ESP";"IV8";"IV9";"IV10";"IV11";"IV12_1";"IV12_2";"IV12_3";"II1";"II2";"II3";"II3_1";"II4_1";"II4_2";"II4_3";"II5";"II5_1";"II6";"II6_1";"II7";"II7_ESP";"II8";"II8_ESP";"II9";"V1";"V2";"V21";"V22";"V3";"V4";"V5";"V6";"V7";"V8";"V9";"V10";"V11";"V12";"V13";"V14";"V15";"V16";"V17";"V18";"V19_A";"V19_B";"IX_TOT";"IX_MEN10";"IX_MAYEQ10";"ITF";"DECIFR";"IDECIFR";"RDECIFR";"GDECIFR";"PDECIFR";"ADECIFR";"IPCF";"DECCFR";"IDECCFR";"RDECCFR";"GDECCFR";"PDECCFR";"ADECCFR";"PONDIH";"VII1_1";"VII1_2";"VII2_1";"VII2_2";"VII2_3";"VII2_4"
"TQRMNORVQHKNKRCDEGJBF00861686";2024;1;1;1;43;"S";13;453;2;"";2;1;"";2;1;1;1;"";1;1;1;2;2;2;2;2;2;2;0;1;1;2;2;0;2;0;3;"";2;"";1;1;1;2;2;2;2;2;2;1;2;2;2;2;1;1;2;1;1;2;2;2;2;2;0;2;168000;"1";"1";"1";"1";"";"1";84000;"2";"2";"2";"2";"";"2";440;1;0;2;0;0;0
"TQRMNOPYYHLMKSCDEGJBF00853025";2024;1;1;1;43;"S";13;599;1;"";4;1;"";1;1;1;1;"";1;1;1;1;2;2;2;4;1;2;0;1;2;1;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;1;2;2;2;2;0;2;0;"12";"12";"12";"12";"";"12";0;"12";"12";"12";"12";"";"12";0;1;2;98;0;0;0
"TQRMNORVSHMMLNCDEGJBF00799675";2024;1;1;1;43;"S";13;633;1;"";3;1;"";2;1;1;1;"";1;1;1;2;2;2;2;3;1;1;1;1;1;1;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;1;0;1;150000;"1";"1";"1";"1";"";"1";150000;"4";"4";"4";"4";"";"4";669;1;0;98;0;0;0
"TQRMNOPWTHKLKTCDEGJBF00861687";2024;1;1;1;43;"S";13;732;1;"";4;1;"";1;1;1;1;"";1;1;1;1;2;2;2;4;3;2;0;1;2;1;2;0;2;0;3;"";1;"";1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;1;2;1;1;2;2;2;2;4;2;2;1720000;"10";"10";"10";"10";"";"10";430000;"9";"9";"9";"9";"";"9";765;1;2;98;0;0;0
"TQRMNOQYRHKOLNCDEFOCD00861359";2024;1;1;1;41;"N";8;279;1;"";2;2;"";4;1;1;1;"";1;1;1;2;2;1;2;2;2;2;0;1;2;2;2;0;2;0;1;"";1;"";1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;3;0;3;233000;"2";"2";"3";"";"2";"4";77666,67;"2";"2";"2";"";"2";"3";342;1;2;98;0;0;0
"TQRMNOPVVHKOLPCDEFOCD00861360";2024;1;1;1;41;"N";8;286;1;"";2;2;"";4;1;1;1;"";1;1;1;2;2;2;2;2;2;2;0;1;2;1;2;0;2;0;1;"";2;"";1;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;6;1;5;469000;"5";"5";"7";"";"6";"8";78166,67;"2";"2";"2";"";"2";"3";301;1;0;98;0;0;0
"TQRMNOQYUHKOLPCDEFOCD00861361";2024;1;1;1;41;"N";8;334;1;"";1;2;"";4;1;1;1;"";1;1;1;2;2;2;2;1;1;2;0;1;2;2;2;0;2;0;1;"";2;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;7;3;4;60000;"1";"1";"1";"";"1";"1";8571,43;"1";"1";"1";"";"1";"1";333;1;0;98;0;0;0
"TQSMNOTPPHMMLNCDEFNFF00798930";2024;1;1;1;41;"N";7;301;1;"";2;1;"";4;1;1;1;"";1;1;1;3;2;2;2;2;1;2;0;1;2;2;2;0;2;0;6;"";2;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;1;2;130000;"1";"1";"1";"";"1";"1";43333,33;"1";"1";"1";"";"1";"1";387;1;0;2;0;0;0
"TQRMNORTQHMNLQCDEFNFF00798932";2024;1;1;1;41;"N";7;305;1;"";4;1;"";4;1;1;1;"";1;1;1;1;2;2;2;4;2;2;0;1;2;2;2;0;2;0;1;"";2;"";1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;4;2;2;233275;"2";"2";"3";"";"2";"3";58318,75;"1";"1";"1";"";"1";"1";439;2;0;98;0;0;0
"TQRMNOQYXHJLLQCDEFNFF00797899";2024;1;1;1;41;"N";7;480;1;"";3;1;"";4;1;1;1;"";1;1;1;1;2;2;2;3;2;2;0;1;1;2;2;0;2;0;1;"";2;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;0;4;700000;"7";"8";"9";"";"8";"8";175000;"5";"5";"7";"";"5";"6";1198;2;0;3;0;0;0
"TQRMNORRXHMOKMCDEHGHJ00800485";2024;1;1;1;44;"N";20;266;1;"";2;1;"";4;1;1;1;"";1;1;1;1;2;1;2;2;1;2;0;1;1;2;2;0;2;0;4;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;1;0;1;200000;"2";"2";"1";"";"2";"2";200000;"6";"6";"4";"";"6";"5";371;1;0;98;0;0;0
"TQRMNORRSHKNKOCDEHGHJ00861362";2024;1;1;1;44;"N";20;285;1;"";3;1;"";4;2;1;1;"";1;1;1;1;2;2;2;3;2;2;0;1;2;2;2;0;2;0;3;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;4;1;3;150000;"1";"1";"1";"";"1";"1";37500;"1";"1";"1";"";"1";"1";250;2;0;98;0;0;0
"TQRMNORXYHMMKOCDEHPJB00801240";2024;1;1;1;40;"S";29;393;2;"";3;1;"";4;1;1;1;"";1;1;1;1;2;2;2;3;3;2;0;1;1;2;2;0;2;0;2;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;1;2;2;2;2;6;0;6;400000;"4";"5";"5";"4";"";"5";66666,67;"1";"1";"2";"1";"";"2";504;2;0;1;0;0;0
"TQRMNOQTQHJNKPCDEHPJB00798128";2024;1;1;1;40;"S";29;419;1;"";5;1;"";4;1;1;1;"";1;1;1;2;2;2;2;5;4;2;0;1;2;1;2;0;2;0;1;"";1;"";1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;240000;"2";"2";"3";"2";"";"3";120000;"3";"3";"4";"3";"";"4";495;2;0;98;0;0;0
"TQRMNOPQRHMLMOCDEIJAH00861363";2024;1;1;1;1;"S";33;2379;2;"";2;1;"";4;2;1;1;"";1;1;1;1;2;2;2;2;2;2;0;1;2;2;2;0;2;0;1;"";1;"";1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;160000;"1";"";"1";"1";"";"1";53333,33;"1";"";"1";"1";"";"1";4153;2;0;98;0;0;0
"TQRMNORYQHKLMRCDEIJAH00861364";2024;1;1;1;1;"S";33;2531;2;"";2;1;"";1;1;1;1;"";1;1;1;1;2;2;2;2;1;2;0;1;1;2;2;0;2;0;3;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;0;2;0;"12";"";"12";"12";"";"12";0;"12";"";"12";"12";"";"12";0;1;0;98;0;0;0
"TQRMNORXUHLMRLCDEIJAH00855249";2024;1;1;1;1;"S";33;3050;2;"";2;1;"";2;2;1;2;"";1;1;1;2;2;2;2;2;2;2;0;1;2;2;2;0;2;0;3;"";2;"";1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;1;2;0;"12";"";"12";"12";"";"12";0;"12";"";"12";"12";"";"12";0;2;0;98;0;0;0
"TQRMNORTQHMLKNCDEFNFF00798933";2024;1;1;1;41;"N";7;259;2;"";1;1;"";9;1;1;1;"";1;1;1;1;2;2;2;1;1;2;0;1;2;2;2;0;2;0;3;"";2;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;2380000;"10";"10";"10";"";"10";"10";2380000;"10";"10";"10";"";"10";"10";397;1;0;98;0;0;0
"TQRMNORTSHMLKNCDEFNFF00798920";2024;1;1;1;41;"N";7;199;1;"";4;1;"";4;1;1;1;"";1;1;1;1;2;2;2;4;3;2;0;1;2;2;2;0;2;0;3;"";2;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;0;4;0;"12";"12";"12";"";"12";"12";0;"12";"12";"12";"";"12";"12";0;2;0;3;4;0;0
"TQRMNOPVRHKNKOCDEGNFJ00861365";2024;1;1;1;44;"N";17;322;2;"";3;1;"";2;1;1;1;"";1;1;1;1;2;2;2;3;2;2;0;1;2;2;2;0;2;0;6;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;680000;"7";"8";"6";"";"8";"5";170000;"5";"5";"3";"";"5";"3";674;2;0;3;4;0;0
"TQRMNOSSXHMOKSCDEGNFJ00800151";2024;1;1;1;44;"N";17;251;2;"";4;1;"";9;1;1;1;"";1;1;1;1;2;2;2;4;3;2;0;1;1;2;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;0;4;900000;"8";"9";"7";"";"9";"6";225000;"6";"7";"5";"";"7";"4";435;1;2;3;4;0;0
"TQRMNOQSRHMOKTCDEGNFJ00800094";2024;1;1;1;44;"N";17;201;1;"";4;1;"";4;1;1;1;"";1;1;1;1;2;2;2;4;3;1;1;2;1;2;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;1;2;2;1;2;2;2;2;4;0;4;1460000;"10";"10";"9";"";"10";"9";365000;"8";"9";"7";"";"9";"6";340;1;0;2;3;5;0
"TQRMNOQSTHMOKTCDEGNFJ00800095";2024;1;1;1;44;"N";17;246;1;"";3;1;"";4;2;1;1;"";1;1;1;1;2;2;2;3;1;2;0;2;2;2;0;0;0;0;6;"";1;"";1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;1;2;1;2;2;2;2;1;0;1;65000;"1";"1";"1";"";"1";"1";65000;"1";"1";"1";"";"1";"1";207;1;0;98;0;0;0
"TQRMNOSQYHJOKRCDEGNFJ00798002";2024;1;1;1;44;"N";17;139;2;"";2;1;"";1;1;1;1;"";1;1;1;1;2;2;2;2;1;2;0;1;2;2;2;0;2;0;1;"";1;"";1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;3;0;3;0;"12";"12";"12";"";"12";"12";0;"12";"12";"12";"";"12";"12";0;2;0;98;0;0;0
"TQRMNOPUVHLOKTCDEGNFJ00853297";2024;1;1;1;44;"N";17;183;1;"";4;1;"";1;1;1;1;"";1;1;1;1;2;2;2;4;2;2;0;1;1;2;2;0;2;0;1;"";1;"";1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;3;0;3;0;"12";"12";"12";"";"12";"12";0;"12";"12";"12";"";"12";"12";0;2;0;98;0;0;0
"TQRMNOPUQHMNKUCDEGNFJ00800164";2024;1;1;1;44;"N";17;181;2;"";2;1;"";4;1;1;1;"";1;1;1;1;2;2;2;2;1;2;0;1;2;2;2;0;2;0;3;"";1;"";1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;700000;"7";"8";"6";"";"8";"5";700000;"10";"10";"10";"";"10";"9";350;1;0;98;0;0;0
"TQRMNOSQSHJMLLCDEHLEH00800895";2024;1;1;1;40;"N";25;101;1;"";2;1;"";1;1;1;1;"";1;1;1;1;2;2;2;2;1;1;1;1;1;2;2;0;2;0;1;"";2;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;400000;"4";"4";"5";"";"5";"5";400000;"8";"9";"10";"";"9";"10";126;1;0;98;0;0;0
"TQRMNOPQQHKMLOCDEHLEH00861463";2024;1;1;1;40;"N";25;150;1;"";3;1;"";1;1;1;1;"";1;1;1;1;2;2;2;3;2;2;0;1;1;2;2;0;2;0;1;"";2;"";1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;5;0;5;465000;"5";"5";"6";"";"6";"6";93000;"2";"2";"3";"";"2";"3";196;4;0;98;0;0;0
"TQRMNOQQUHJOLNCDEHLEH00794684";2024;1;1;1;40;"N";25;158;1;"";5;1;"";1;1;1;1;"";1;1;1;1;2;2;2;5;2;2;0;1;1;1;2;0;2;0;1;"";2;"";1;1;1;2;1;2;2;2;2;1;2;2;2;2;2;1;1;2;1;2;2;2;2;3;0;3;359500;"4";"4";"4";"";"4";"5";119833,33;"3";"3";"4";"";"3";"5";202;2;0;1;0;0;0
"TQRMNOWUSHJOLOCDEHLEH00794948";2024;1;1;1;40;"N";25;187;1;"";4;1;"";1;1;1;1;"";1;1;1;1;2;2;2;4;4;2;0;1;1;1;2;0;2;0;1;"";2;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;0;4;599500;"6";"7";"7";"";"7";"8";149875;"4";"4";"5";"";"4";"6";260;2;0;3;4;0;0
"TQRMNOSXSHJMKQCDEGKDB00795723";2024;1;1;1;43;"N";14;125;1;"";4;1;"";4;1;1;1;"";1;1;1;1;2;2;2;4;2;2;0;2;1;1;2;0;2;0;1;"";1;"";1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;190000;"2";"2";"2";"";"2";"2";95000;"2";"2";"2";"";"3";"3";164;1;2;98;0;0;0
"TQRMNOQPWHMOKQCDEGKDB00799936";2024;1;1;1;43;"N";14;131;6;"CASILLA";3;2;"";4;2;1;1;"";1;1;2;1;2;2;2;3;3;2;0;1;2;2;2;0;2;0;2;"";2;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;1;3;600000;"7";"7";"7";"";"7";"7";150000;"4";"4";"4";"";"4";"5";179;1;0;98;0;0;0
"TQRMNOPVYHJLKTCDEGKDB00795199";2024;1;1;1;43;"N";14;108;1;"";5;1;"";4;1;1;1;"";1;1;1;1;2;2;2;5;1;2;0;1;1;1;2;0;2;0;1;"";1;"";1;2;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;680000;"7";"8";"7";"";"8";"8";340000;"8";"8";"8";"";"8";"9";182;2;0;1;0;0;0
"TQRMNOQPVHKMLNCDEFMDB00861464";2024;1;1;1;43;"N";6;261;1;"";3;1;"";4;1;1;1;"";1;1;1;1;2;2;2;3;2;2;0;1;2;2;2;0;2;0;7;"";1;"";1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;1;1;1;1;2;2;2;2;4;2;2;530000;"6";"6";"6";"";"6";"5";132500;"4";"4";"3";"";"4";"3";354;2;0;98;0;0;0
"TQRMNOQVUHLNLLCDEFMDB00852186";2024;1;1;1;43;"N";6;149;1;"";4;1;"";5;1;1;1;"";1;1;1;1;2;2;2;4;3;2;0;1;1;2;2;0;2;0;1;"";1;"";1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;5;0;5;0;"12";"12";"12";"";"12";"12";0;"12";"12";"12";"";"12";"12";0;2;1;98;0;0;0
"TQRMNOUQXHLOLNCDEFMDB00852084";2024;1;1;1;43;"N";6;301;1;"";2;2;"";4;2;1;1;"";1;1;1;3;1;2;2;2;2;2;0;2;2;2;0;0;0;0;2;"";2;"";1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;0;4;0;"12";"12";"12";"";"12";"12";0;"12";"12";"12";"";"12";"12";0;1;2;3;4;0;0
"TQRMNORWRHJNLPCDEGLDF00795363";2024;1;1;1;41;"N";15;144;1;"";5;1;"";4;1;1;1;"";1;1;1;1;2;2;2;5;4;2;0;2;2;2;0;0;0;0;1;"";2;"";1;1;1;2;2;2;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;6;0;6;725400;"7";"8";"9";"";"8";"9";120900;"3";"3";"4";"";"3";"5";199;1;0;98;0;0;0
"TQRMNOQRTHMOKOCDEGPDJ00800461";2024;1;1;1;40;"N";19;174;1;"";7;1;"";3;1;1;1;"";1;1;1;1;2;2;2;7;2;1;1;1;1;1;2;0;2;0;1;"";1;"";1;1;1;2;2;2;2;2;2;2;1;2;1;2;2;2;2;2;1;2;2;2;2;2;0;2;1963000;"10";"10";"10";"";"10";"10";981500;"10";"10";"10";"";"10";"10";174;1;0;98;0;0;0
"TQRMNOQSVHJMLMCDEGPDJ00800437";2024;1;1;1;40;"N";19;168;1;"";1;1;"";2;1;1;1;"";1;1;1;1;2;2;2;1;1;2;0;1;2;1;2;0;2;0;3;"";2;"";1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;0;2;320000;"3";"4";"4";"";"4";"4";160000;"5";"5";"6";"";"5";"6";168;2;0;98;0;0;0
"TQRMNORRQHJOLPCDEFKID00795513";2024;1;1;1;43;"S";4;829;2;"";4;1;"";2;1;1;1;"";1;1;1;2;2;2;2;4;3;2;0;1;1;2;2;0;2;0;1;"";2;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;0;4;400000;"4";"5";"4";"4";"";"5";100000;"2";"3";"2";"2";"";"2";1355;2;0;1;3;4;0
"TQSMNORWVHJMOLCDEIJAH00861465";2024;1;1;1;1;"S";33;964;1;"";2;1;"";4;1;1;2;"";1;1;1;3;2;2;2;1;1;2;0;1;2;2;2;0;2;0;1;"";1;"";1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;0;1;100000;"1";"";"1";"1";"";"1";100000;"3";"";"2";"3";"";"3";894;1;0;98;0;0;0
"TQRMNOPWTHJKOUCDEIJAH00802380";2024;1;2;1;1;"S";33;5162;2;"";3;1;"";2;1;1;1;"";1;1;1;1;2;2;2;3;2;2;0;1;1;2;2;0;2;0;3;"";1;"";1;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;1;3;500000;"6";"";"5";"6";"";"6";125000;"3";"";"3";"3";"";"4";10066;2;0;98;0;0;0
"TQRMNORQRHKMONCDEIJAH00861466";2024;1;1;1;1;"S";33;2472;2;"";1;1;"";4;1;1;1;"";1;1;1;1;2;2;2;1;1;2;0;1;1;2;1;1;1;1;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;0;"12";"";"12";"12";"";"12";0;"12";"";"12";"12";"";"12";0;1;2;98;0;0;0
"TQRMNORQTHKMONCDEIJAH00861467";2024;1;1;1;1;"S";33;2700;1;"";3;1;"";4;1;1;1;"";1;1;1;1;2;2;2;3;3;2;0;1;1;1;2;0;2;0;1;"";1;"";1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;0;"12";"";"12";"12";"";"12";0;"12";"";"12";"12";"";"12";0;3;0;98;0;0;0
"TQRMNOQRSHLKLMCDEFJAH00861468";2024;1;1;1;43;"N";3;564;1;"";3;1;"";4;1;1;1;"";1;1;1;1;2;2;2;3;1;2;0;1;2;1;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;1;0;1;40000;"1";"1";"1";"";"1";"1";40000;"1";"1";"1";"";"1";"1";587;1;0;98;0;0;0
"TQRMNOSPWHKOLPCDEFJAH00861469";2024;1;1;1;43;"N";3;229;1;"";2;2;"";4;1;2;1;"";1;1;2;3;2;2;2;2;1;2;0;1;2;1;2;0;2;0;1;"";2;"";1;2;1;2;1;2;2;2;2;2;2;2;2;2;2;1;2;1;2;2;2;2;2;2;0;2;372139;"4";"4";"4";"";"4";"4";186069,5;"5";"5";"5";"";"6";"4";277;2;0;98;0;0;0
"TQRMNOPQTHLOLTCDEIKAH00861470";2024;1;1;1;43;"S";34;738;1;"";2;1;"";4;2;1;1;"";1;1;1;1;2;2;2;2;1;2;0;2;2;2;0;0;0;0;3;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;625000;"7";"7";"7";"7";"";"7";312500;"8";"8";"7";"8";"";"8";365;1;0;98;0;0;0
"TQRMNOQVRHJMLPCDEIKAH00795411";2024;1;1;1;43;"S";34;1076;2;"";3;1;"";9;1;1;1;"";1;1;1;1;2;2;2;3;1;2;0;1;1;2;2;0;2;0;1;"";1;"";1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;0;"12";"12";"12";"12";"";"12";0;"12";"12";"12";"12";"";"12";0;1;0;98;0;0;0
"TQRMNOQUUHLMKSCDEIOAH00856108";2024;1;1;1;43;"N";38;101;1;"";4;1;"";2;1;1;1;"";1;1;1;1;2;2;2;4;3;2;0;2;2;1;2;0;2;0;1;"";1;"";1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;1;2;2;2;4;0;4;0;"12";"12";"12";"";"12";"12";0;"12";"12";"12";"";"12";"12";0;1;2;3;4;0;0
"TQRMNOTQXHJLLLCDEIOAH00794384";2024;1;1;1;43;"N";38;144;1;"";2;1;"";1;1;1;1;"";1;1;1;1;2;2;2;2;2;2;0;1;1;2;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;0;4;1419000;"10";"10";"10";"";"10";"10";354750;"8";"8";"8";"";"9";"9";259;2;0;98;0;0;0
"TQRMNOTSUHJLLLCDEIOAH00794385";2024;1;1;1;43;"N";38;163;2;"";2;1;"";5;1;1;1;"";1;1;1;1;2;2;2;2;1;2;0;1;2;2;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;0;"12";"12";"12";"";"12";"12";0;"12";"12";"12";"";"12";"12";0;1;0;98;0;0;0
"TQRMNOSPRHKOKMCDEFPCH00861574";2024;1;1;1;44;"N";9;308;1;"";5;1;"";4;1;1;1;"";1;1;1;1;2;2;2;5;2;2;0;1;1;1;2;0;2;0;3;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;1;2;2;2;2;3;2;1;1060000;"9";"9";"8";"";"9";"8";353333,33;"8";"8";"7";"";"9";"7";280;1;0;98;0;0;0
"TQRMNOPUQHMLKQCDEGNFJ00800231";2024;1;1;1;44;"N";17;244;1;"";5;1;"";3;1;1;1;"";1;1;1;1;2;2;2;5;3;2;0;1;1;1;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;1;2;2;2;2;4;1;3;0;"12";"12";"12";"";"12";"12";0;"12";"12";"12";"";"12";"12";0;1;4;98;0;0;0
"TQRMNORYXHLMLLCDEGGFB00852702";2024;1;1;1;42;"S";10;400;1;"";4;1;"";1;1;1;1;"";1;1;1;1;2;2;2;4;2;2;0;1;1;1;2;0;1;2;1;"";1;"";1;1;1;1;1;2;2;2;2;2;1;2;1;2;2;2;2;2;2;2;2;2;2;3;0;3;2220000;"10";"10";"10";"10";"";"10";740000;"10";"10";"10";"10";"";"10";699;2;1;98;0;0;0
"TQRMNOTPQHKOKRCDEGGFB00861575";2024;1;1;1;42;"S";10;430;1;"";1;1;"";1;2;1;1;"";1;1;1;1;2;2;2;1;1;2;0;1;2;2;2;0;2;0;6;"";2;"";1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;0;"0";"0";"0";"0";"";"0";0;"0";"0";"0";"0";"";"0";409;1;0;97;0;0;0
"TQRMNOQPYHMOKSCDEHPJB00801329";2024;1;1;1;40;"S";29;483;2;"";3;1;"";4;1;1;1;"";1;1;1;1;1;2;2;3;2;2;0;1;1;2;2;0;2;0;2;"";2;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;4;0;4;615000;"7";"7";"8";"7";"";"8";153750;"4";"4";"6";"4";"";"6";596;2;4;98;0;0;0
"TQRMNOQXRHLNKRCDEHGHJ00853615";2024;1;1;1;44;"N";20;192;1;"";1;1;"";4;1;1;1;"";1;1;1;1;2;2;2;1;1;2;0;1;2;2;2;0;2;0;3;"";1;"";1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;1;2;2;1;1;2;2;2;4;3;1;0;"12";"12";"12";"";"12";"12";0;"12";"12";"12";"";"12";"12";0;1;0;98;0;0;0
"TQRMNORTXHLMKTCDEHGHJ00853616";2024;1;1;1;44;"N";20;110;1;"";4;1;"";4;1;1;1;"";1;1;1;1;2;2;2;4;1;2;0;1;2;1;2;0;2;0;1;"";1;"";1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;300000;"3";"3";"2";"";"3";"3";300000;"7";"8";"6";"";"8";"7";127;1;0;98;0;0;0
"TQRMNOQTWHJOKTCDEHGHJ00795616";2024;1;1;1;44;"N";20;210;1;"";4;1;"";4;1;1;1;"";1;1;1;1;2;2;2;4;3;2;0;1;2;2;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;0;2;710000;"7";"8";"6";"";"8";"7";355000;"8";"8";"7";"";"9";"8";313;1;0;2;0;0;0
"TQRMNOQVRHLOKSCDEHPJB00854553";2024;1;1;1;40;"S";29;398;1;"";3;1;"";4;1;1;1;"";1;1;2;1;2;2;2;3;2;1;1;1;1;2;2;0;2;0;1;"";1;"";1;1;1;1;1;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;1;3;527100;"6";"6";"7";"6";"";"7";131775;"4";"4";"5";"4";"";"5";452;2;0;3;0;0;0
"TQRMNORRSHJOKQCDEHPJB00795339";2024;1;1;1;40;"S";29;673;1;"";2;2;"";4;1;1;1;"";1;1;1;3;1;2;2;2;1;2;0;1;1;2;2;0;2;0;2;"";2;"";1;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;209500;"2";"2";"2";"2";"";"2";209500;"6";"6";"8";"6";"";"7";708;97;0;98;0;0;0
"TQRMNORWQHJMKPCDEIKAH00794680";2024;1;1;1;43;"S";34;513;1;"";2;1;"";3;1;1;1;"";1;1;1;1;2;2;2;2;1;2;0;1;1;1;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;1;2;2;2;2;0;2;280000;"3";"3";"3";"3";"";"2";140000;"4";"4";"4";"4";"";"4";903;2;0;1;0;0;0
